0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
SABAH,Tawau,53**,55**,56**,56**,56**,57**,58**,59**,59**,60**,60**,59**,59**,58**,58**,58**,58**,58**,57**,57**,55**,55**,54**,54**
SABAH,Sandakan,36**,34**,34**,33**,31**,32**,31**,32**,33**,34**,35**,35**,34**,36**,35**,36**,35**,34**,34**,34**,33**,32**,32**,31**
SABAH,Kota Kinabalu,39**,37**,38**,38**,40**,41**,43**,46**,47**,47**,47**,48**,48**,48**,48**,48**,48**,49**,47**,48**,46**,45**,39**,40**
SABAH,Kimanis,22**,21**,20**,22**,22**,21**,19**,19**,17**,17**,18**,17**,16**,16**,15**,15**,15**,15**,16**,16**,17**,17**,16**,16**
SABAH,Keningau,53**,51**,52**,52**,50**,48**,45**,45**,43**,43**,42**,41**,40**,41**,40**,39**,39**,39**,39**,38**,40**,39**,37**,36**
W.P. LABUAN,Labuan,54**,54**,52**,50**,51**,52**,51**,51**,51**,50**,50**,50**,50**,50**,50**,51**,52**,52**,52**,52**,52**,52**,52**,51**
SARAWAK,Limbang,34**,33**,32**,33**,33**,34**,35**,35**,36**,35**,34**,33**,33**,33**,33**,33**,33**,34**,33**,32**,32**,32**,32**,31**
SARAWAK,ILP Miri,39**,39**,41**,42**,43**,43**,45**,46**,47**,48**,49**,50**,50**,50**,50**,50**,49**,49**,49**,48**,48**,46**,45**,43**
SARAWAK,Miri,42**,42**,42**,44**,45**,46**,46**,46**,48**,49**,49**,49**,49**,49**,48**,48**,48**,47**,49**,47**,45**,46**,44**,42**
SARAWAK,Samalaju,50**,51**,52**,52**,50**,51**,49**,47**,46**,45**,44**,43**,42**,41**,40**,39**,37**,37**,37**,39**,40**,41**,40**,40**
SARAWAK,Bintulu,56**,56**,54**,53**,52**,52**,51**,51**,51**,51**,51**,50**,48**,49**,51**,52**,51**,52**,52**,52**,51**,51**,48**,44**
SARAWAK,Mukah,39**,39**,38**,38**,39**,39**,38**,37**,36**,36**,36**,35**,34**,33**,32**,31**,30**,31**,31**,34**,34**,34**,33**,36**
SARAWAK,Kapit,51**,52**,52**,51**,50**,49**,49**,49**,49**,50**,49**,48**,49**,49**,48**,49**,47**,46**,46**,46**,49**,40**,39**,37**
SARAWAK,Sibu,46**,46**,48**,50**,50**,48**,47**,47**,47**,46**,45**,44**,44**,44**,44**,43**,43**,42**,40**,40**,40**,40**,38**,34**
SARAWAK,Sarikei,44**,45**,47**,48**,51**,52**,52**,51**,51**,51**,50**,50**,49**,49**,49**,49**,49**,50**,49**,49**,47**,46**,43**,41**
SARAWAK,Sri Aman,66**,66**,67**,68**,69**,69**,69**,68**,68**,67**,67**,67**,66**,65**,64**,63**,63**,62**,62**,61**,60**,60**,59**,59**
SARAWAK,Samarahan,65**,66**,66**,66**,65**,65**,65**,65**,64**,64**,64**,64**,64**,64**,64**,64**,65**,64**,64**,64**,63**,63**,62**,62**
SARAWAK,Kuching,85**,84**,84**,84**,84**,84**,83**,84**,83**,83**,83**,82**,82**,81**,82**,82**,82**,82**,82**,80**,80**,80**,80**,79**
