0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
PERAK,Pegoh Ipoh,40**,40**,40**,39**,38**,39**,39**,40**,41**,41**,41**,41**,39**,39**,39**,41**,41**,42**,46**,45**,44**,46**,47**,49**
PERAK,Seri Manjung,43**,41**,40**,40**,40**,40**,39**,40**,40**,40**,41**,43**,46**,49**,48**,51**,52**,51**,52**,52**,53**,53**,53**,53**
PERAK,Tanjung Malim,27**,28**,29**,28**,29**,29**,31**,31**,32**,33**,33**,34**,35**,36**,37**,38**,39**,40**,40**,41**,41**,49c,67c,80c
W.P. KUALA LUMPUR,Batu Muda,43**,44**,44**,43**,45**,44**,45**,47**,46**,49**,49**,50**,50**,52**,52**,52**,53**,53**,53**,53**,53**,54**,54**,55**
W.P. KUALA LUMPUR,Cheras,49**,53**,54**,56**,57**,58**,59**,61**,62**,63**,65**,66**,67**,68**,70**,72**,73**,74**,75**,76**,77**,78**,80**,82**
W.P. PUTRAJAYA,Putrajaya,71**,71**,72**,74**,75**,76**,76**,76**,76**,76**,76**,76**,77**,77**,77**,77**,76**,77**,78**,78**,79**,79**,80**,81**
SELANGOR,Kuala Selangor,56**,56**,57**,58**,59**,58**,59**,59**,60**,60**,61**,61**,62**,62**,61**,62**,61**,60**,59**,59**,60**,61**,61**,60**
SELANGOR,Petaling Jaya,52**,53**,54**,54**,55**,55**,55**,56**,57**,58**,59**,60**,60**,60**,60**,60**,59**,59**,59**,60**,60**,60**,61**,62**
SELANGOR,Shah Alam,65**,66**,66**,66**,66**,67**,69**,70**,69**,70**,70**,70**,71**,71**,70**,70**,71**,71**,71**,71**,71**,71**,71**,71**
SELANGOR,Klang,64**,64**,66**,67**,68**,69**,69**,68**,67**,67**,65**,66**,65**,64**,65**,64**,64**,65**,65**,67**,67**,67**,68**,68**
SELANGOR,Banting,59**,62**,66**,69**,69**,69**,69**,69**,69**,68**,68**,68**,69**,69**,68**,68**,68**,68**,69**,69**,70**,70**,70**,70**
NEGERI SEMBILAN,Nilai,57**,58**,60**,58**,58**,58**,82a,59**,59**,59**,60**,61**,62**,61**,61**,60**,60**,60**,61**,62**,64**,65**,66**,67**
NEGERI SEMBILAN,Seremban,44**,45**,48**,50**,50**,52**,52**,52**,52**,53**,54**,54**,54**,54**,56**,57**,57**,59**,61**,63**,65**,66**,68**,67**
NEGERI SEMBILAN,Port Dickson,48**,51**,51**,48**,47**,46**,45**,45**,44**,44**,45**,44**,44**,44**,44**,45**,45**,46**,49**,50**,51**,52**,52**,53**
MELAKA,Alor Gajah,50**,52**,54**,55**,55**,55**,55**,56**,57**,57**,57**,57**,57**,57**,57**,57**,58**,58**,58**,58**,59**,59**,60**,61**
MELAKA,Bukit Rambai,52**,52**,52**,52**,52**,52**,52**,52**,52**,52**,53**,53**,53**,54**,54**,54**,54**,55**,56**,56**,56**,57**,57**,58**
MELAKA,Bandaraya Melaka,51**,51**,51**,51**,50**,50**,49**,49**,49**,49**,51**,52**,52**,52**,52**,53**,53**,54**,54**,55**,55**,55**,55**,57**
JOHOR,Segamat,52**,52**,52**,52**,53**,53**,54**,54**,55**,55**,55**,56**,56**,57**,59**,59**,59**,59**,60**,61**,62**,63**,65**,65**
JOHOR,Batu Pahat,47**,45**,44**,43**,42**,42**,41**,41**,42**,42**,42**,43**,44**,45**,46**,48**,50**,50**,51**,52**,53**,53**,53**,55**
JOHOR,Kluang,56**,55**,55**,54**,54**,54**,54**,54**,54**,54**,55**,55**,55**,56**,55**,56**,56**,57**,58**,59**,59**,60**,61**,62**
JOHOR,Larkin,70**,69**,70**,69**,69**,69**,69**,69**,68**,68**,68**,67**,67**,67**,68**,68**,68**,68**,69**,69**,70**,70**,71**,72**
JOHOR,Pasir Gudang,75**,75**,75**,74**,74**,75**,75**,75**,75**,74**,74**,75**,76**,77**,79**,80**,79**,80**,81**,81**,83**,83**,83**,84**
JOHOR,Pengerang,48**,47**,47**,48**,47**,47**,48**,47**,49**,49**,49**,49**,50**,48**,50**,51**,51**,52**,53**,54**,55**,56**,57**,58**
JOHOR,Kota Tinggi,47**,48**,49**,50**,51**,51**,51**,51**,52**,52**,52**,52**,52**,52**,53**,53**,54**,54**,55**,56**,58**,59**,59**,60**
JOHOR,Tangkak,57**,57**,57**,57**,57**,56**,56**,56**,56**,56**,56**,57**,57**,57**,56**,57**,57**,58**,58**,58**,58**,58**,59**,59**
PAHANG,Rompin,51**,51**,51**,52**,52**,52**,52**,52**,52**,51**,52**,52**,52**,52**,53**,52**,51**,51**,52**,52**,53**,53**,53**,53**
PAHANG,Temerloh,45**,46**,47**,47**,48**,48**,49**,50**,51**,52**,52**,52**,52**,52**,53**,53**,54**,54**,55**,56**,56**,56**,57**,59**
PAHANG,Jerantut,44**,45**,44**,43**,43**,42**,43**,43**,45**,47**,50**,51**,51**,52**,52**,53**,54**,53**,54**,54**,54**,53**,54**,55**
PAHANG,Indera Mahkota Kuantan,62**,60**,59**,61**,60**,60**,61**,61**,61**,62**,60**,60**,62**,60**,61**,60**,61**,61**,62**,63**,64**,65**,65**,66**
PAHANG,Balok Baru Kuantan,60**,60**,60**,61**,61**,60**,60**,59**,59**,59**,59**,59**,59**,58**,58**,58**,58**,58**,59**,60**,59**,59**,59**,59**
TERENGGANU,Kemaman,63**,63**,62**,62**,62**,61**,59**,59**,58**,58**,57**,55**,54**,54**,54**,55**,55**,55**,56**,57**,58**,58**,58**,59**
TERENGGANU,Paka,54**,53**,54**,54**,53**,53**,53**,53**,52**,52**,51**,50**,49**,45**,43**,43**,44**,48**,50**,51**,52**,53**,53**,53**
TERENGGANU,Kuala Terengganu,54**,54**,54**,53**,53**,53**,54**,53**,53**,51**,52**,52**,52**,53**,52**,51**,52**,53**,53**,54**,53**,53**,53**,53**
TERENGGANU,Besut,54**,53**,52**,52**,48**,47**,45**,44**,43**,42**,42**,41**,41**,39**,38**,38**,37**,38**,38**,37**,24**,33**,33**,34**
KELANTAN,Tanah Merah,39**,32**,30**,29**,28**,27**,26**,25**,24**,24**,24**,23**,22**,21**,21**,20**,20**,21**,20**,21**,21**,21**,22**,25**
KELANTAN,Kota Bharu,45**,43**,41**,41**,40**,41**,41**,41**,41**,40**,40**,38**,38**,38**,39**,38**,40**,42**,41**,40**,38**,36**,37**,39**
SABAH,Tawau,56**,56**,57**,58**,59**,59**,60**,60**,59**,59**,58**,58**,58**,58**,58**,57**,57**,55**,55**,54**,54**,53**,52**,51**
SABAH,Sandakan,33**,31**,32**,31**,32**,33**,34**,35**,35**,34**,36**,35**,36**,35**,34**,34**,34**,33**,32**,32**,31**,32**,31**,31**
SABAH,Kota Kinabalu,38**,40**,41**,43**,46**,47**,47**,47**,48**,48**,48**,48**,48**,48**,49**,47**,48**,46**,45**,39**,40**,38**,41**,43**
SABAH,Kimanis,22**,22**,21**,19**,19**,17**,17**,18**,17**,16**,16**,15**,15**,15**,15**,16**,16**,17**,17**,16**,16**,15**,15**,15**
SABAH,Keningau,52**,50**,48**,45**,45**,43**,43**,42**,41**,40**,41**,40**,39**,39**,39**,39**,38**,40**,39**,37**,36**,36**,37**,36**
W.P. LABUAN,Labuan,50**,51**,52**,51**,51**,51**,50**,50**,50**,50**,50**,50**,51**,52**,52**,52**,52**,52**,52**,52**,51**,43**,40**,38**
SARAWAK,Limbang,33**,33**,34**,35**,35**,36**,35**,34**,33**,33**,33**,33**,33**,33**,34**,33**,32**,32**,32**,32**,31**,30**,30**,31**
SARAWAK,ILP Miri,42**,43**,43**,45**,46**,47**,48**,49**,50**,50**,50**,50**,50**,49**,49**,49**,48**,48**,46**,45**,43**,43**,41**,40**
SARAWAK,Miri,44**,45**,46**,46**,46**,48**,49**,49**,49**,49**,49**,48**,48**,48**,47**,49**,47**,45**,46**,44**,42**,41**,41**,40**
SARAWAK,Samalaju,52**,50**,51**,49**,47**,46**,45**,44**,43**,42**,41**,40**,39**,37**,37**,37**,39**,40**,41**,40**,40**,41**,41**,42**
SARAWAK,Bintulu,53**,52**,52**,51**,51**,51**,51**,51**,50**,48**,49**,51**,52**,51**,52**,52**,52**,51**,51**,48**,44**,45**,45**,47**
SARAWAK,Mukah,38**,39**,39**,38**,37**,36**,36**,36**,35**,34**,33**,32**,31**,30**,31**,31**,34**,34**,34**,33**,36**,36**,36**,37**
SARAWAK,Kapit,51**,50**,49**,49**,49**,49**,50**,49**,48**,49**,49**,48**,49**,47**,46**,46**,46**,49**,40**,39**,37**,37**,33**,31**
SARAWAK,Sibu,50**,50**,48**,47**,47**,47**,46**,45**,44**,44**,44**,44**,43**,43**,42**,40**,40**,40**,40**,38**,34**,32**,31**,30**
SARAWAK,Sarikei,48**,51**,52**,52**,51**,51**,51**,50**,50**,49**,49**,49**,49**,49**,50**,49**,49**,47**,46**,43**,41**,40**,37**,35**
SARAWAK,Sri Aman,68**,69**,69**,69**,68**,68**,67**,67**,67**,66**,65**,64**,63**,63**,62**,62**,61**,60**,60**,59**,59**,58**,57**,56**
SARAWAK,Samarahan,66**,65**,65**,65**,65**,64**,64**,64**,64**,64**,64**,64**,64**,65**,64**,64**,64**,63**,63**,62**,62**,62**,62**,62**
SARAWAK,Kuching,84**,84**,84**,83**,84**,83**,83**,83**,82**,82**,81**,82**,82**,82**,82**,82**,80**,80**,80**,80**,79**,80**,81**,81**
